	0	1	2	3	4	5	6	7	8	9	10
B9d1_1	0.055944055944055944	0.11688311688311688	0.5894105894105894	0.6863136863136863							
Bag6_4	0.46253746253746253	0.989010989010989	0.24875124875124874								
Bag6_7	0.9340659340659341	0.8181818181818182	0.995004995004995	1.0							
Banp_2	0.5624375624375625	0.8891108891108891	0.954045954045954	1.0							
Camsap1_3	0.000999000999000999	0.000999000999000999	0.000999000999000999								
Camta2_2	0.47652347652347654	0.987012987012987	0.8161838161838162	1.0							
Cbarp_nmdSE_1	0.011988011988011988	0.014985014985014986	0.000999000999000999	0.014985014985014986	0.5274725274725275	1.0					
Cbarp_nmdSE_2	0.001998001998001998	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.8901098901098901	0.919080919080919	1.0				
Ccdc127_3	0.04895104895104895	0.34565434565434566									
Ccdc50_1	0.18981018981018982	0.955044955044955									
Ccm2_1	0.46253746253746253	0.45754245754245754	0.000999000999000999								
Ccnc_2	0.024975024975024976	0.029970029970029972	0.08491508491508491	0.024975024975024976							
Cdadc1_3	0.011988011988011988	0.014985014985014986	0.2057942057942058	1.0							
Cdk11b_7	0.016983016983016984	0.014985014985014986	0.000999000999000999	0.16283716283716285	0.987012987012987						
Cep78_3	0.6313686313686314	0.987012987012987	0.7672327672327672								
Cers5_3	0.7042957042957043	0.4645354645354645	0.06793206793206794	0.7112887112887113	0.3696303696303696						
Chd3_3	0.8521478521478522	0.7332667332667333									
Chl1_6	0.07192807192807193	0.06493506493506493	0.5894105894105894	0.9100899100899101	1.0	1.0					
Chtf8_2	0.000999000999000999	0.000999000999000999	0.005994005994005994								
Clasp1_17	0.000999000999000999	0.000999000999000999									
Cnot2_25	0.5724275724275725	0.9440559440559441	1.0	1.0							
Cpsf6_5	0.016983016983016984	0.11688311688311688	0.14585414585414586	0.7042957042957043	0.5734265734265734						
Crtc1_6	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.995004995004995							
Csnk1g3_1	0.000999000999000999	0.000999000999000999	0.000999000999000999								
Cyb5r4_2	0.000999000999000999	0.000999000999000999									
D5Ertd579e_1	0.6313686313686314	0.04395604395604396									
Ddr1_2	0.8491508491508492	0.9010989010989011	1.0								
Dhx30_5	0.055944055944055944	0.03596403596403597	0.3956043956043956	0.1798201798201798							
Dlgap4_2	0.029970029970029972	0.024975024975024976	0.06793206793206794	0.2897102897102897	1.0	0.3046953046953047					
Dlgap4_6	0.01998001998001998	0.014985014985014986	0.08491508491508491	0.017982017982017984	0.31868131868131866	0.14285714285714285					
Dmtf1_8	0.055944055944055944	0.01898101898101898	0.002997002997002997	0.5894105894105894	0.07892107892107893						
Dnajb4_1	0.24175824175824176	0.059940059940059943	0.998001998001998	0.14585414585414586							
Dnal4_2	0.029970029970029972	0.029970029970029972	0.058941058941058944	0.000999000999000999							
Dnm1_5	0.11488511488511488	1.0									
Dram2_6	0.34865134865134867	0.17682317682317683	0.06493506493506493	0.6633366633366633							
Dusp12_6	0.000999000999000999	0.000999000999000999	0.000999000999000999								
Dzank1_4	0.000999000999000999	0.000999000999000999	0.000999000999000999								
Edc3_2	0.04395604395604396	0.3306693306693307	0.5574425574425574	1.0							
Eef1d_3	0.04895104895104895	0.06793206793206794	0.08191808191808192	0.6093906093906094	0.996003996003996						
Eefsec_4	0.15284715284715283	0.1838161838161838	0.974025974025974								
Eif2d_3	0.2997002997002997	0.2987012987012987	0.0919080919080919								
Eif4g1_5	0.8421578421578422	1.0									
Eif4g1_8	0.8891108891108891										
Eif4g3_15	0.5654345654345654	0.7032967032967034	0.9340659340659341	0.9340659340659341	0.919080919080919						
Eif5a_5	0.6653346653346653	0.34865134865134867	0.002997002997002997								
Emc8_3	0.055944055944055944	0.08191808191808192	0.029970029970029972	0.06793206793206794							
Eml1_3	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999							
Eml1_4	0.04395604395604396	0.2127872127872128	0.002997002997002997								
Epb41_2	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999							
Epn1_1	0.000999000999000999	0.4805194805194805	0.8251748251748252								
Epn2_14	0.6673326673326674	0.951048951048951	0.987012987012987								
Erc2_1	0.06893106893106893	0.7222777222777222	0.991008991008991	0.987012987012987							
Erc2_2	0.15984015984015984	0.004995004995004995									
Evl_3	0.008991008991008992	0.23576423576423577	0.06393606393606394	0.40559440559440557	0.989010989010989	1.0					
Ext2_3	0.04395604395604396	0.11688311688311688	0.028971028971028972	0.000999000999000999	0.9400599400599401						
Extl3_2	0.8891108891108891	0.9270729270729271									
Fam118b_3	0.5854145854145855	0.5534465534465535	0.015984015984015984								
Fam168b_1	0.000999000999000999	0.000999000999000999	0.022977022977022976	0.000999000999000999							
Fam189b_nmdSE_1	0.6173826173826173	0.13186813186813187	0.08191808191808192								
Fam229b_1	0.4695304695304695	0.4645354645354645	1.0	0.954045954045954							
Fam3a_2	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.01898101898101898							
Fam3a_nmdSE_1	0.000999000999000999	0.000999000999000999									
Fbf1_10	0.0919080919080919	0.8931068931068931	0.991008991008991	1.0							
Fbf1_9	0.98001998001998	0.995004995004995	0.000999000999000999								
Fbxw11_6	0.02097902097902098	0.06793206793206794	0.08191808191808192	0.43656343656343655							
Fnbp1l_9	0.000999000999000999	0.006993006993006993	0.000999000999000999	0.000999000999000999							
Galk2_nmdSE_1	0.8241758241758241	0.23576423576423577	0.002997002997002997								
Gapvd1_3	0.000999000999000999	0.000999000999000999	1.0								
Garnl3_1	0.6473526473526473	0.8821178821178821	0.995004995004995								
Garnl3_nmdSE_1	0.6733266733266733	0.977022977022977	1.0								
Gnaz_1	0.04395604395604396	0.024975024975024976	0.45554445554445555	1.0							
Gpatch2l_4	0.5724275724275725	0.5894105894105894	0.000999000999000999								
Gpatch8_2	0.001998001998001998	0.2007992007992008	0.9660339660339661	0.22377622377622378							
Gripap1_7	0.000999000999000999	0.014985014985014986	0.002997002997002997	0.014985014985014986							
Grwd1_1	0.2827172827172827	0.3756243756243756	0.6383616383616384	1.0							
Gtf2i_1	0.029970029970029972	0.000999000999000999									
Gtpbp6_5	0.2017982017982018	0.2917082917082917									
Hars2_2	0.1068931068931069	0.7592407592407593	0.9150849150849151								
Haus2_3	0.13186813186813187	0.028971028971028972	0.000999000999000999	1.0							
Hp1bp3_2	0.04895104895104895	0.3016983016983017	0.8791208791208791	0.9500499500499501	0.9180819180819181						
Iffo1_1	0.000999000999000999	0.06493506493506493	0.8471528471528471	0.5894105894105894							
Ift81_nmdSE_1	0.060939060939060936	0.04395604395604396	0.024975024975024976	1.0							
Immt_5	0.000999000999000999	0.000999000999000999	0.002997002997002997	0.006993006993006993							
Immt_6	0.000999000999000999	0.000999000999000999	0.000999000999000999								
Inip_1	0.016983016983016984	0.06793206793206794	0.8871128871128872								
Ip6k1_4	0.5124875124875125	0.16283716283716285	0.6223776223776224	1.0							
Isy1_2	0.016983016983016984	0.000999000999000999									
Kdm4b_5	0.000999000999000999	0.000999000999000999	0.000999000999000999								
Kdm5c_3	0.23676323676323677	0.2967032967032967	0.995004995004995								
Kif1a_2	0.24175824175824176	0.43956043956043955	0.1008991008991009	0.995004995004995							
Klhl13_1	0.04895104895104895	0.029970029970029972	0.6523476523476524	1.0							
Lcorl_8	0.001998001998001998	0.015984015984015984	0.000999000999000999								
Lmbr1_10	0.0999000999000999	0.1108891108891109	0.002997002997002997								
Lrrc61_1	0.5904095904095904	0.46553446553446554	0.7532467532467533								
Lrrc61_2	0.8241758241758241	0.9660339660339661	1.0								
Lrrc61_3	0.8241758241758241	0.8821178821178821	0.8671328671328671								
Macf1_11	0.000999000999000999	0.000999000999000999	0.000999000999000999								
Macf1_12	0.000999000999000999	0.000999000999000999	0.024975024975024976								
Man2c1_6	0.1958041958041958	0.6653346653346653	1.0								
Map3k12_4	0.8961038961038961										
Map3k12_7	0.04895104895104895	0.5424575424575424	0.1838161838161838	0.005994005994005994							
Map4_16	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999						
Map4_9	0.008991008991008992	0.000999000999000999	0.000999000999000999	0.014985014985014986	0.971028971028971	1.0					
March1_3	0.7382617382617382	1.0	0.974025974025974								
March8_1	0.008991008991008992	0.000999000999000999									
March8_9	0.04895104895104895	0.028971028971028972	0.11688311688311688	0.000999000999000999	0.1928071928071928						
Mbd1_3	0.7212787212787213	0.12387612387612387	0.19480519480519481	0.002997002997002997							
Mcf2l_5	0.000999000999000999	0.000999000999000999	0.000999000999000999								
Med7_1	0.949050949050949	0.929070929070929	0.926073926073926	1.0							
Med7_5	0.13186813186813187	0.01998001998001998	0.9370629370629371								
Memo1_8	0.8961038961038961	0.987012987012987	0.954045954045954								
Mettl5_1	0.984015984015984	1.0	1.0	1.0							
Mfsd6_1	0.0919080919080919	0.3756243756243756	0.28771228771228774	0.903096903096903							
Mgat5_1	0.8371628371628371	0.988011988011988	0.995004995004995	1.0							
Midn_1	0.951048951048951	1.0	1.0	1.0							
Mmab_6	0.938061938061938	1.0									
Mrpl10_1	0.3776223776223776	0.8831168831168831	0.988011988011988	1.0							
Mtdh_1	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999							
Mtdh_3	0.4945054945054945	0.8101898101898102	0.08191808191808192								
Mtf2_nmdSE_1	0.016983016983016984	0.000999000999000999	0.002997002997002997	0.07092907092907093							
Mtmr2_3	0.8421578421578422	1.0	1.0								
Nalcn_4	0.949050949050949	0.984015984015984									
Ncald_9	0.17582417582417584	0.47952047952047955	0.6193806193806194	0.988011988011988	0.998001998001998						
Ncoa7_1	0.0999000999000999	0.974025974025974	0.995004995004995	0.995004995004995							
Ncor2_6	0.9270729270729271	0.971028971028971	1.0								
Nipa2_6	0.2647352647352647	0.5724275724275725	0.998001998001998								
Nktr_3	0.029970029970029972	0.03496503496503497	0.000999000999000999	0.000999000999000999							
Nlgn3_1	0.8891108891108891	0.9790209790209791	1.0	1.0	1.0						
Nol4_4	0.001998001998001998	0.015984015984015984	0.015984015984015984	1.0							
Nol4_5	0.3676323676323676	0.5634365634365635	0.998001998001998								
Ntng1_4	0.07592407592407592	0.13786213786213786	1.0								
Opa1_1	0.8711288711288712	0.6113886113886113	0.9660339660339661								
Osbpl1a_9	0.1258741258741259	0.16283716283716285									
P4ha1_1	0.029970029970029972	0.07992007992007992	0.9100899100899101	0.995004995004995							
Paqr7_1	0.0919080919080919	0.7402597402597403	0.3756243756243756	0.995004995004995							
Parl_nmdSE_1	0.4045954045954046	0.11388611388611389	0.015984015984015984	0.1968031968031968	0.8851148851148851						
Pbx4_nmdSE_2	0.14485514485514486	0.5174825174825175	0.995004995004995	1.0							
Pcbp3_10	0.16683316683316685	0.15984015984015984									
Pcbp3_6	0.16083916083916083	0.3756243756243756	0.7862137862137862	0.929070929070929							
Pdcl_1	0.5724275724275725	0.16283716283716285	0.8261738261738262	0.03696303696303696							
Pgs1_3	0.055944055944055944	0.03496503496503497	0.24875124875124874	0.24175824175824176							
Phactr1_2	0.004995004995004995	0.000999000999000999	0.000999000999000999	0.9300699300699301	1.0						
Phf20_4	0.23676323676323677	0.6113886113886113	1.0	0.8861138861138861							
Pigx_nmdSE_1	0.060939060939060936	0.2127872127872128	0.33266733266733267	0.17682317682317683	0.988011988011988						
Pik3r3_4	0.2097902097902098	0.029970029970029972	0.8871128871128872	1.0							
Pkig_1	0.4825174825174825	0.938061938061938	1.0	1.0							
Pknox2_4	0.0919080919080919	0.7702297702297702	1.0								
Pld3_3	0.04395604395604396	0.3956043956043956	0.6813186813186813	0.03396603396603397	0.08191808191808192						
Pld3_6	0.14685314685314685	0.04395604395604396	0.5244755244755245								
Plekha5_12	0.8891108891108891	0.995004995004995	1.0								
Plgrkt_3	0.7082917082917083	0.962037962037962	0.987012987012987	1.0							
Pnkp_4	0.5124875124875125	0.14585414585414586	0.8451548451548452								
Polrmt_1	0.055944055944055944	0.5194805194805194	0.6963036963036963	1.0							
Polrmt_nmdSE_1	0.1068931068931069	0.32967032967032966									
Pphln1_7	0.17582417582417584	0.001998001998001998	0.000999000999000999								
Ppp1r16a_2	0.23676323676323677	0.6253746253746254	0.8741258741258742	0.000999000999000999							
Ppp2r1b_nmdSE_1	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999							
Ppp2r2d_5	0.2647352647352647	0.9020979020979021	0.4955044955044955	1.0							
Ppp2r2d_7	0.23676323676323677	0.2677322677322677	1.0								
Ppp2r2d_nmdSE_1	0.16083916083916083	0.18981018981018982	0.5894105894105894								
Prmt1_2	0.04395604395604396	0.2937062937062937	0.6843156843156843	0.9560439560439561							
Prmt1_3	0.07892107892107893	0.8251748251748252	0.9460539460539461	1.0							
Prrc2b_4	0.023976023976023976	0.16083916083916083	0.4805194805194805	0.8671328671328671							
Pum1_10	0.04395604395604396	0.2997002997002997	0.5664335664335665								
Pum1_18	0.45254745254745254	0.33266733266733267	0.6053946053946054	0.8351648351648352	0.988011988011988						
Pum1_3	0.04895104895104895	0.03596403596403597	0.2177822177822178								
Pxk_3	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999							
Qrich1_2	0.45254745254745254	0.22477522477522477	0.998001998001998								
Rab10os_6	0.07592407592407592	0.38161838161838163	0.929070929070929								
Rai1_1	0.023976023976023976	0.016983016983016984									
Rbfox3_3	0.35864135864135865	0.07592407592407592	0.998001998001998								
Rbm10_2	0.2957042957042957	0.5894105894105894	0.962037962037962	0.987012987012987							
Rbm18_nmdSE_1	0.5674325674325674	0.0919080919080919	1.0								
Rbm34_2	0.2677322677322677	0.13186813186813187	0.000999000999000999								
Repin1_1	0.8891108891108891	0.03896103896103896									
